score,info_tokens,lives,deck,moves_left,fives,fours,threes,twos,num_players,discard,play,tell_colour,tell_value,final_score
7,0,2,22,4,0,1,1,2,3,0,1,0,0,17
8,0,2,21,4,0,1,1,2,3,1,0,0,0,17
8,1,2,20,4,0,1,1,2,3,1,0,0,0,17
8,2,2,19,4,0,1,1,2,3,0,0,1,0,17
8,1,2,19,4,0,1,1,2,3,0,0,0,1,17
8,0,2,19,4,0,1,1,2,3,0,1,0,0,17
9,0,2,18,4,0,1,1,3,3,1,0,0,0,17
9,1,2,17,4,0,1,1,3,3,0,0,1,0,17
9,0,2,17,4,0,1,1,3,3,0,1,0,0,17
10,0,2,16,4,0,1,2,3,3,1,0,0,0,17
10,1,2,15,4,0,1,2,3,3,0,0,0,1,17
10,0,2,15,4,0,1,2,3,3,1,0,0,0,17
10,1,2,14,4,0,1,2,3,3,0,1,0,0,17
11,1,2,13,4,0,2,2,3,3,0,0,0,1,17
11,0,2,13,4,0,2,2,3,3,1,0,0,0,17
11,1,2,12,4,0,2,2,3,3,0,1,0,0,17
12,2,2,11,4,1,2,2,3,3,0,0,0,1,17
12,1,2,11,4,1,2,2,3,3,1,0,0,0,17
12,2,2,10,4,1,2,2,3,3,0,0,1,0,17
12,1,2,10,4,1,2,2,3,3,1,0,0,0,17
12,2,2,9,4,1,2,2,3,3,0,1,0,0,17
13,2,2,8,4,1,2,2,3,3,0,0,0,1,17
13,1,2,8,4,1,2,2,3,3,0,0,1,0,17
13,0,2,8,4,1,2,2,3,3,0,1,0,0,17
14,1,2,7,4,2,2,2,3,3,0,0,0,1,17
14,0,2,7,4,2,2,2,3,3,1,0,0,0,17
14,1,2,6,4,2,2,2,3,3,0,1,0,0,17
15,1,2,5,4,2,2,2,4,3,0,0,0,1,17
15,0,2,5,4,2,2,2,4,3,1,0,0,0,17
15,1,2,4,4,2,2,2,4,3,0,1,0,0,17
16,1,2,3,4,2,2,2,5,3,0,0,1,0,17
16,0,2,3,4,2,2,2,5,3,1,0,0,0,17
16,1,2,2,4,2,2,2,5,3,0,0,0,1,17
16,0,2,2,4,2,2,2,5,3,0,1,0,0,17
17,0,2,1,4,2,2,3,5,3,1,0,0,0,17
17,1,2,0,3,2,2,3,5,3,0,0,0,1,17
17,0,2,0,2,2,2,3,5,3,1,0,0,0,17
17,1,2,0,1,2,2,3,5,3,0,0,1,0,17
0,8,3,30,6,0,0,0,0,5,0,1,0,0,9
0,8,2,29,6,0,0,0,0,5,0,0,0,1,9
0,7,2,29,6,0,0,0,0,5,0,1,0,0,9
1,7,2,28,6,0,0,0,0,5,0,0,0,1,9
1,6,2,28,6,0,0,0,0,5,0,0,0,1,9
1,5,2,28,6,0,0,0,0,5,0,0,1,0,9
1,4,2,28,6,0,0,0,0,5,0,0,0,1,9
1,3,2,28,6,0,0,0,0,5,0,0,0,1,9
1,2,2,28,6,0,0,0,0,5,0,0,1,0,9
1,1,2,28,6,0,0,0,0,5,0,1,0,0,9
2,1,2,27,6,0,0,0,0,5,0,1,0,0,9
3,1,2,26,6,0,0,0,0,5,0,0,1,0,9
3,0,2,26,6,0,0,0,0,5,0,1,0,0,9
4,0,2,25,6,0,0,0,1,5,1,0,0,0,9
4,1,2,24,6,0,0,0,1,5,0,0,0,1,9
4,0,2,24,6,0,0,0,1,5,0,1,0,0,9
4,0,1,23,6,0,0,0,1,5,1,0,0,0,9
4,1,1,22,6,0,0,0,1,5,0,0,0,1,9
4,0,1,22,6,0,0,0,1,5,1,0,0,0,9
4,1,1,21,6,0,0,0,1,5,0,0,0,1,9
4,0,1,21,6,0,0,0,1,5,1,0,0,0,9
4,1,1,20,6,0,0,0,1,5,0,0,1,0,9
4,0,1,20,6,0,0,0,1,5,1,0,0,0,9
4,1,1,19,6,0,0,0,1,5,0,1,0,0,9
5,1,1,18,6,0,0,0,2,5,0,0,1,0,9
5,0,1,18,6,0,0,0,2,5,1,0,0,0,9
5,1,1,17,6,0,0,0,2,5,0,1,0,0,9
6,1,1,16,6,0,0,0,3,5,0,0,0,1,9
6,0,1,16,6,0,0,0,3,5,1,0,0,0,9
6,1,1,15,6,0,0,0,3,5,0,1,0,0,9
7,1,1,14,6,0,0,1,3,5,0,0,0,1,9
7,0,1,14,6,0,0,1,3,5,1,0,0,0,9
7,1,1,13,6,0,0,1,3,5,0,0,0,1,9
7,0,1,13,6,0,0,1,3,5,1,0,0,0,9
7,1,1,12,6,0,0,1,3,5,0,0,0,1,9
7,0,1,12,6,0,0,1,3,5,0,1,0,0,9
8,0,1,11,6,0,0,1,3,5,1,0,0,0,9
8,1,1,10,6,0,0,1,3,5,0,0,1,0,9
8,0,1,10,6,0,0,1,3,5,0,1,0,0,9
9,0,1,9,6,0,0,1,3,5,1,0,0,0,9
9,1,1,8,6,0,0,1,3,5,0,0,1,0,9
9,0,1,8,6,0,0,1,3,5,1,0,0,0,9
9,1,1,7,6,0,0,1,3,5,0,0,0,1,9
9,0,1,7,6,0,0,1,3,5,1,0,0,0,9
9,1,1,6,6,0,0,1,3,5,0,0,0,1,9
9,0,1,6,6,0,0,1,3,5,0,1,0,0,9
0,8,3,34,5,0,0,0,0,4,0,1,0,0,10
0,8,2,33,5,0,0,0,0,4,0,0,0,1,10
0,7,2,33,5,0,0,0,0,4,0,0,1,0,10
0,6,2,33,5,0,0,0,0,4,0,1,0,0,10
1,6,2,32,5,0,0,0,0,4,0,1,0,0,10
1,6,1,31,5,0,0,0,0,4,0,0,0,1,10
1,5,1,31,5,0,0,0,0,4,0,0,1,0,10
1,4,1,31,5,0,0,0,0,4,0,0,0,1,10
1,3,1,31,5,0,0,0,0,4,0,1,0,0,10
2,3,1,30,5,0,0,0,0,4,0,0,0,1,10
2,2,1,30,5,0,0,0,0,4,0,0,1,0,10
2,1,1,30,5,0,0,0,0,4,0,0,0,1,10
2,0,1,30,5,0,0,0,0,4,0,1,0,0,10
3,0,1,29,5,0,0,0,0,4,0,1,0,0,10
4,0,1,28,5,0,0,0,1,4,1,0,0,0,10
4,1,1,27,5,0,0,0,1,4,0,0,0,1,10
4,0,1,27,5,0,0,0,1,4,0,1,0,0,10
5,0,1,26,5,0,0,1,1,4,1,0,0,0,10
5,1,1,25,5,0,0,1,1,4,0,0,0,1,10
5,0,1,25,5,0,0,1,1,4,1,0,0,0,10
5,1,1,24,5,0,0,1,1,4,0,1,0,0,10
6,1,1,23,5,0,0,1,1,4,0,0,0,1,10
6,0,1,23,5,0,0,1,1,4,1,0,0,0,10
6,1,1,22,5,0,0,1,1,4,0,0,0,1,10
6,0,1,22,5,0,0,1,1,4,0,1,0,0,10
7,0,1,21,5,0,0,1,2,4,1,0,0,0,10
7,1,1,20,5,0,0,1,2,4,0,0,1,0,10
7,0,1,20,5,0,0,1,2,4,1,0,0,0,10
7,1,1,19,5,0,0,1,2,4,0,1,0,0,10
8,1,1,18,5,0,0,2,2,4,0,0,1,0,10
8,0,1,18,5,0,0,2,2,4,0,1,0,0,10
9,0,1,17,5,0,0,2,3,4,1,0,0,0,10
9,1,1,16,5,0,0,2,3,4,0,0,0,1,10
9,0,1,16,5,0,0,2,3,4,1,0,0,0,10
9,1,1,15,5,0,0,2,3,4,0,0,0,1,10
9,0,1,15,5,0,0,2,3,4,1,0,0,0,10
9,1,1,14,5,0,0,2,3,4,0,0,1,0,10
9,0,1,14,5,0,0,2,3,4,1,0,0,0,10
9,1,1,13,5,0,0,2,3,4,0,0,1,0,10
9,0,1,13,5,0,0,2,3,4,0,1,0,0,10
10,0,1,12,5,0,1,2,3,4,0,1,0,0,10
0,8,3,35,4,0,0,0,0,3,0,0,1,0,13
0,7,3,35,4,0,0,0,0,3,0,0,0,1,13
0,6,3,35,4,0,0,0,0,3,0,1,0,0,13
1,6,3,34,4,0,0,0,0,3,0,0,0,1,13
1,5,3,34,4,0,0,0,0,3,0,0,0,1,13
1,4,3,34,4,0,0,0,0,3,0,0,0,1,13
1,3,3,34,4,0,0,0,0,3,0,0,1,0,13
1,2,3,34,4,0,0,0,0,3,0,1,0,0,13
2,2,3,33,4,0,0,0,1,3,0,0,1,0,13
2,1,3,33,4,0,0,0,1,3,0,1,0,0,13
3,1,3,32,4,0,0,0,1,3,0,0,0,1,13
3,0,3,32,4,0,0,0,1,3,1,0,0,0,13
3,1,3,31,4,0,0,0,1,3,0,0,0,1,13
3,0,3,31,4,0,0,0,1,3,0,1,0,0,13
4,0,3,30,4,0,0,1,1,3,1,0,0,0,13
4,1,3,29,4,0,0,1,1,3,0,0,0,1,13
4,0,3,29,4,0,0,1,1,3,1,0,0,0,13
4,1,3,28,4,0,0,1,1,3,0,0,0,1,13
4,0,3,28,4,0,0,1,1,3,1,0,0,0,13
4,1,3,27,4,0,0,1,1,3,0,0,0,1,13
4,0,3,27,4,0,0,1,1,3,1,0,0,0,13
4,1,3,26,4,0,0,1,1,3,0,0,1,0,13
4,0,3,26,4,0,0,1,1,3,0,1,0,0,13
5,0,3,25,4,0,0,1,1,3,1,0,0,0,13
5,1,3,24,4,0,0,1,1,3,0,0,0,1,13
5,0,3,24,4,0,0,1,1,3,1,0,0,0,13
5,1,3,23,4,0,0,1,1,3,0,0,1,0,13
5,0,3,23,4,0,0,1,1,3,0,1,0,0,13
6,0,3,22,4,0,1,1,1,3,1,0,0,0,13
6,1,3,21,4,0,1,1,1,3,0,0,1,0,13
6,0,3,21,4,0,1,1,1,3,1,0,0,0,13
6,1,3,20,4,0,1,1,1,3,0,0,0,1,13
6,0,3,20,4,0,1,1,1,3,1,0,0,0,13
6,1,3,19,4,0,1,1,1,3,0,0,1,0,13
6,0,3,19,4,0,1,1,1,3,0,1,0,0,13
7,0,3,18,4,0,1,1,1,3,1,0,0,0,13
7,1,3,17,4,0,1,1,1,3,0,0,1,0,13
7,0,3,17,4,0,1,1,1,3,1,0,0,0,13
7,1,3,16,4,0,1,1,1,3,0,0,0,1,13
7,0,3,16,4,0,1,1,1,3,1,0,0,0,13
7,1,3,15,4,0,1,1,1,3,0,0,1,0,13
7,0,3,15,4,0,1,1,1,3,0,1,0,0,13
8,0,3,14,4,0,1,1,2,3,1,0,0,0,13
8,1,3,13,4,0,1,1,2,3,0,0,1,0,13
8,0,3,13,4,0,1,1,2,3,0,1,0,0,13
9,0,3,12,4,0,1,1,2,3,1,0,0,0,13
9,1,3,11,4,0,1,1,2,3,1,0,0,0,13
9,2,3,10,4,0,1,1,2,3,1,0,0,0,13
9,3,3,9,4,0,1,1,2,3,0,0,0,1,13
9,2,3,9,4,0,1,1,2,3,0,0,0,1,13
9,1,3,9,4,0,1,1,2,3,0,0,1,0,13
9,0,3,9,4,0,1,1,2,3,1,0,0,0,13
9,1,3,8,4,0,1,1,2,3,0,0,1,0,13
9,0,3,8,4,0,1,1,2,3,0,1,0,0,13
10,0,3,7,4,0,1,1,3,3,1,0,0,0,13
10,1,3,6,4,0,1,1,3,3,1,0,0,0,13
10,2,3,5,4,0,1,1,3,3,1,0,0,0,13
10,3,3,4,4,0,1,1,3,3,0,0,1,0,13
10,2,3,4,4,0,1,1,3,3,0,1,0,0,13
11,2,3,3,4,0,1,2,3,3,0,0,0,1,13
11,1,3,3,4,0,1,2,3,3,1,0,0,0,13
11,2,3,2,4,0,1,2,3,3,0,0,0,1,13
11,1,3,2,4,0,1,2,3,3,0,0,1,0,13
11,0,3,2,4,0,1,2,3,3,0,1,0,0,13
12,1,3,1,4,1,1,2,3,3,0,0,1,0,13
12,0,3,1,4,1,1,2,3,3,0,1,0,0,13
13,0,3,0,3,1,1,3,3,3,1,0,0,0,13
13,1,3,0,2,1,1,3,3,3,0,0,0,1,13
13,0,3,0,1,1,1,3,3,3,1,0,0,0,13
0,8,3,35,4,0,0,0,0,3,0,0,0,1,6
0,7,3,35,4,0,0,0,0,3,0,0,0,1,6
0,6,3,35,4,0,0,0,0,3,0,0,0,1,6
0,5,3,35,4,0,0,0,0,3,0,1,0,0,6
1,5,3,34,4,0,0,0,0,3,0,1,0,0,6
1,5,2,33,4,0,0,0,0,3,0,0,0,1,6
1,4,2,33,4,0,0,0,0,3,0,0,1,0,6
1,3,2,33,4,0,0,0,0,3,0,0,1,0,6
1,2,2,33,4,0,0,0,0,3,1,0,0,0,6
1,3,2,32,4,0,0,0,0,3,0,0,0,1,6
1,2,2,32,4,0,0,0,0,3,0,0,1,0,6
1,1,2,32,4,0,0,0,0,3,1,0,0,0,6
1,2,2,31,4,0,0,0,0,3,0,0,1,0,6
1,1,2,31,4,0,0,0,0,3,0,0,1,0,6
1,0,2,31,4,0,0,0,0,3,0,1,0,0,6
2,0,2,30,4,0,0,0,1,3,1,0,0,0,6
2,1,2,29,4,0,0,0,1,3,0,1,0,0,6
2,1,1,28,4,0,0,0,1,3,0,0,0,1,6
2,0,1,28,4,0,0,0,1,3,1,0,0,0,6
2,1,1,27,4,0,0,0,1,3,0,0,0,1,6
2,0,1,27,4,0,0,0,1,3,1,0,0,0,6
2,1,1,26,4,0,0,0,1,3,0,0,0,1,6
2,0,1,26,4,0,0,0,1,3,1,0,0,0,6
2,1,1,25,4,0,0,0,1,3,1,0,0,0,6
2,2,1,24,4,0,0,0,1,3,0,0,0,1,6
2,1,1,24,4,0,0,0,1,3,0,1,0,0,6
3,1,1,23,4,0,0,0,1,3,0,0,0,1,6
3,0,1,23,4,0,0,0,1,3,0,1,0,0,6
4,0,1,22,4,0,0,0,2,3,1,0,0,0,6
4,1,1,21,4,0,0,0,2,3,0,0,0,1,6
4,0,1,21,4,0,0,0,2,3,1,0,0,0,6
4,1,1,20,4,0,0,0,2,3,1,0,0,0,6
4,2,1,19,4,0,0,0,2,3,0,0,1,0,6
4,1,1,19,4,0,0,0,2,3,0,1,0,0,6
5,1,1,18,4,0,0,0,2,3,0,0,1,0,6
5,0,1,18,4,0,0,0,2,3,1,0,0,0,6
5,1,1,17,4,0,0,0,2,3,0,0,0,1,6
5,0,1,17,4,0,0,0,2,3,0,1,0,0,6
6,0,1,16,4,0,0,0,2,3,1,0,0,0,6
6,1,1,15,4,0,0,0,2,3,0,0,1,0,6
6,0,1,15,4,0,0,0,2,3,0,1,0,0,6
0,8,3,35,4,0,0,0,0,3,0,1,0,0,4
0,8,2,34,4,0,0,0,0,3,0,0,0,1,4
0,7,2,34,4,0,0,0,0,3,0,1,0,0,4
1,7,2,33,4,0,0,0,0,3,0,0,1,0,4
1,6,2,33,4,0,0,0,0,3,0,0,0,1,4
1,5,2,33,4,0,0,0,0,3,0,0,1,0,4
1,4,2,33,4,0,0,0,0,3,0,0,0,1,4
1,3,2,33,4,0,0,0,0,3,1,0,0,0,4
1,4,2,32,4,0,0,0,0,3,0,0,0,1,4
1,3,2,32,4,0,0,0,0,3,1,0,0,0,4
1,4,2,31,4,0,0,0,0,3,1,0,0,0,4
1,5,2,30,4,0,0,0,0,3,0,0,1,0,4
1,4,2,30,4,0,0,0,0,3,0,1,0,0,4
1,4,1,29,4,0,0,0,0,3,0,1,0,0,4
2,4,1,28,4,0,0,0,0,3,0,0,0,1,4
2,3,1,28,4,0,0,0,0,3,0,0,1,0,4
2,2,1,28,4,0,0,0,0,3,0,0,1,0,4
2,1,1,28,4,0,0,0,0,3,1,0,0,0,4
2,2,1,27,4,0,0,0,0,3,1,0,0,0,4
2,3,1,26,4,0,0,0,0,3,0,0,0,1,4
2,2,1,26,4,0,0,0,0,3,0,0,0,1,4
2,1,1,26,4,0,0,0,0,3,1,0,0,0,4
2,2,1,25,4,0,0,0,0,3,0,0,1,0,4
2,1,1,25,4,0,0,0,0,3,0,1,0,0,4
3,1,1,24,4,0,0,0,1,3,0,0,1,0,4
3,0,1,24,4,0,0,0,1,3,1,0,0,0,4
3,1,1,23,4,0,0,0,1,3,0,0,1,0,4
3,0,1,23,4,0,0,0,1,3,0,1,0,0,4
4,0,1,22,4,0,0,0,1,3,1,0,0,0,4
4,1,1,21,4,0,0,0,1,3,0,0,0,1,4
4,0,1,21,4,0,0,0,1,3,0,1,0,0,4
0,8,3,30,6,0,0,0,0,5,0,0,0,1,9
0,7,3,30,6,0,0,0,0,5,0,1,0,0,9
1,7,3,29,6,0,0,0,0,5,0,0,0,1,9
1,6,3,29,6,0,0,0,0,5,0,1,0,0,9
1,6,2,28,6,0,0,0,0,5,0,0,0,1,9
1,5,2,28,6,0,0,0,0,5,0,0,1,0,9
1,4,2,28,6,0,0,0,0,5,0,1,0,0,9
2,4,2,27,6,0,0,0,0,5,0,0,1,0,9
2,3,2,27,6,0,0,0,0,5,0,1,0,0,9
3,3,2,26,6,0,0,0,0,5,0,0,0,1,9
3,2,2,26,6,0,0,0,0,5,0,0,1,0,9
3,1,2,26,6,0,0,0,0,5,0,0,0,1,9
3,0,2,26,6,0,0,0,0,5,0,1,0,0,9
4,0,2,25,6,0,0,0,1,5,0,1,0,0,9
5,0,2,24,6,0,0,0,1,5,1,0,0,0,9
5,1,2,23,6,0,0,0,1,5,0,0,1,0,9
5,0,2,23,6,0,0,0,1,5,1,0,0,0,9
5,1,2,22,6,0,0,0,1,5,0,1,0,0,9
6,1,2,21,6,0,0,0,1,5,0,1,0,0,9
7,1,2,20,6,0,0,0,2,5,0,0,0,1,9
7,0,2,20,6,0,0,0,2,5,1,0,0,0,9
7,1,2,19,6,0,0,0,2,5,0,0,0,1,9
7,0,2,19,6,0,0,0,2,5,1,0,0,0,9
7,1,2,18,6,0,0,0,2,5,0,1,0,0,9
7,1,1,17,6,0,0,0,2,5,0,0,1,0,9
7,0,1,17,6,0,0,0,2,5,0,1,0,0,9
8,0,1,16,6,0,0,0,3,5,1,0,0,0,9
8,1,1,15,6,0,0,0,3,5,0,1,0,0,9
9,1,1,14,6,0,0,1,3,5,0,1,0,0,9
0,8,3,34,5,0,0,0,0,4,0,0,0,1,8
0,7,3,34,5,0,0,0,0,4,0,1,0,0,8
1,7,3,33,5,0,0,0,0,4,0,1,0,0,8
1,7,2,32,5,0,0,0,0,4,0,0,0,1,8
1,6,2,32,5,0,0,0,0,4,0,0,0,1,8
1,5,2,32,5,0,0,0,0,4,0,0,0,1,8
1,4,2,32,5,0,0,0,0,4,0,1,0,0,8
2,4,2,31,5,0,0,0,0,4,0,0,0,1,8
2,3,2,31,5,0,0,0,0,4,0,0,1,0,8
2,2,2,31,5,0,0,0,0,4,0,1,0,0,8
3,2,2,30,5,0,0,0,1,4,0,1,0,0,8
4,2,2,29,5,0,0,0,1,4,0,0,1,0,8
4,1,2,29,5,0,0,0,1,4,0,1,0,0,8
5,1,2,28,5,0,0,0,2,4,0,0,1,0,8
5,0,2,28,5,0,0,0,2,4,0,1,0,0,8
6,0,2,27,5,0,0,0,2,4,1,0,0,0,8
6,1,2,26,5,0,0,0,2,4,0,0,1,0,8
6,0,2,26,5,0,0,0,2,4,0,1,0,0,8
7,0,2,25,5,0,0,0,3,4,0,1,0,0,8
7,0,1,24,5,0,0,0,3,4,1,0,0,0,8
7,1,1,23,5,0,0,0,3,4,0,0,0,1,8
7,0,1,23,5,0,0,0,3,4,1,0,0,0,8
7,1,1,22,5,0,0,0,3,4,0,1,0,0,8
8,1,1,21,5,0,0,0,3,4,0,0,1,0,8
8,0,1,21,5,0,0,0,3,4,1,0,0,0,8
8,1,1,20,5,0,0,0,3,4,1,0,0,0,8
8,2,1,19,5,0,0,0,3,4,0,1,0,0,8
0,8,3,34,5,0,0,0,0,4,0,0,0,1,12
0,7,3,34,5,0,0,0,0,4,0,1,0,0,12
1,7,3,33,5,0,0,0,0,4,0,0,0,1,12
1,6,3,33,5,0,0,0,0,4,0,0,0,1,12
1,5,3,33,5,0,0,0,0,4,0,0,0,1,12
1,4,3,33,5,0,0,0,0,4,0,0,1,0,12
1,3,3,33,5,0,0,0,0,4,0,1,0,0,12
2,3,3,32,5,0,0,0,0,4,0,0,1,0,12
2,2,3,32,5,0,0,0,0,4,0,0,0,1,12
2,1,3,32,5,0,0,0,0,4,0,0,1,0,12
2,0,3,32,5,0,0,0,0,4,0,1,0,0,12
3,0,3,31,5,0,0,0,1,4,1,0,0,0,12
3,1,3,30,5,0,0,0,1,4,0,0,0,1,12
3,0,3,30,5,0,0,0,1,4,1,0,0,0,12
3,1,3,29,5,0,0,0,1,4,0,0,0,1,12
3,0,3,29,5,0,0,0,1,4,1,0,0,0,12
3,1,3,28,5,0,0,0,1,4,0,0,1,0,12
3,0,3,28,5,0,0,0,1,4,0,1,0,0,12
4,0,3,27,5,0,0,1,1,4,1,0,0,0,12
4,1,3,26,5,0,0,1,1,4,0,0,0,1,12
4,0,3,26,5,0,0,1,1,4,1,0,0,0,12
4,1,3,25,5,0,0,1,1,4,0,0,0,1,12
4,0,3,25,5,0,0,1,1,4,1,0,0,0,12
4,1,3,24,5,0,0,1,1,4,0,0,1,0,12
4,0,3,24,5,0,0,1,1,4,1,0,0,0,12
4,1,3,23,5,0,0,1,1,4,0,0,0,1,12
4,0,3,23,5,0,0,1,1,4,1,0,0,0,12
4,1,3,22,5,0,0,1,1,4,0,0,0,1,12
4,0,3,22,5,0,0,1,1,4,1,0,0,0,12
4,1,3,21,5,0,0,1,1,4,0,0,1,0,12
4,0,3,21,5,0,0,1,1,4,0,1,0,0,12
5,0,3,20,5,0,0,1,1,4,0,1,0,0,12
5,0,2,19,5,0,0,1,1,4,1,0,0,0,12
5,1,2,18,5,0,0,1,1,4,0,0,0,1,12
5,0,2,18,5,0,0,1,1,4,0,1,0,0,12
6,0,2,17,5,0,0,1,2,4,0,1,0,0,12
7,0,2,16,5,0,0,1,2,4,1,0,0,0,12
7,1,2,15,5,0,0,1,2,4,0,0,0,1,12
7,0,2,15,5,0,0,1,2,4,1,0,0,0,12
7,1,2,14,5,0,0,1,2,4,0,1,0,0,12
7,1,1,13,5,0,0,1,2,4,0,0,0,1,12
7,0,1,13,5,0,0,1,2,4,1,0,0,0,12
7,1,1,12,5,0,0,1,2,4,0,0,1,0,12
7,0,1,12,5,0,0,1,2,4,0,1,0,0,12
8,0,1,11,5,0,1,1,2,4,1,0,0,0,12
8,1,1,10,5,0,1,1,2,4,0,0,1,0,12
8,0,1,10,5,0,1,1,2,4,0,1,0,0,12
9,0,1,9,5,0,1,1,3,4,1,0,0,0,12
9,1,1,8,5,0,1,1,3,4,0,0,0,1,12
9,0,1,8,5,0,1,1,3,4,1,0,0,0,12
9,1,1,7,5,0,1,1,3,4,0,0,0,1,12
9,0,1,7,5,0,1,1,3,4,0,1,0,0,12
10,0,1,6,5,0,1,1,4,4,1,0,0,0,12
10,1,1,5,5,0,1,1,4,4,0,0,0,1,12
10,0,1,5,5,0,1,1,4,4,1,0,0,0,12
10,1,1,4,5,0,1,1,4,4,0,0,0,1,12
10,0,1,4,5,0,1,1,4,4,1,0,0,0,12
10,1,1,3,5,0,1,1,4,4,0,0,1,0,12
10,0,1,3,5,0,1,1,4,4,1,0,0,0,12
10,1,1,2,5,0,1,1,4,4,1,0,0,0,12
10,2,1,1,5,0,1,1,4,4,0,1,0,0,12
11,2,1,0,4,0,1,1,4,4,0,0,0,1,12
11,1,1,0,3,0,1,1,4,4,0,1,0,0,12
12,1,1,0,2,0,1,2,4,4,0,0,0,1,12
12,0,1,0,1,0,1,2,4,4,1,0,0,0,12
0,8,3,34,5,0,0,0,0,4,0,0,1,0,6
0,7,3,34,5,0,0,0,0,4,0,0,0,1,6
0,6,3,34,5,0,0,0,0,4,0,1,0,0,6
1,6,3,33,5,0,0,0,0,4,0,0,0,1,6
1,5,3,33,5,0,0,0,0,4,0,1,0,0,6
2,5,3,32,5,0,0,0,0,4,0,0,0,1,6
2,4,3,32,5,0,0,0,0,4,0,0,0,1,6
2,3,3,32,5,0,0,0,0,4,0,0,0,1,6
2,2,3,32,5,0,0,0,0,4,0,1,0,0,6
3,2,3,31,5,0,0,0,1,4,0,0,1,0,6
3,1,3,31,5,0,0,0,1,4,0,1,0,0,6
4,1,3,30,5,0,0,0,2,4,0,0,0,1,6
4,0,3,30,5,0,0,0,2,4,0,1,0,0,6
4,0,2,29,5,0,0,0,2,4,0,1,0,0,6
5,0,2,28,5,0,0,0,2,4,1,0,0,0,6
5,1,2,27,5,0,0,0,2,4,0,0,0,1,6
5,0,2,27,5,0,0,0,2,4,0,1,0,0,6
6,0,2,26,5,0,0,0,2,4,1,0,0,0,6
6,1,2,25,5,0,0,0,2,4,0,0,0,1,6
6,0,2,25,5,0,0,0,2,4,1,0,0,0,6
6,1,2,24,5,0,0,0,2,4,0,1,0,0,6
6,1,1,23,5,0,0,0,2,4,0,0,0,1,6
6,0,1,23,5,0,0,0,2,4,1,0,0,0,6
6,1,1,22,5,0,0,0,2,4,0,0,1,0,6
6,0,1,22,5,0,0,0,2,4,0,1,0,0,6
0,8,3,34,5,0,0,0,0,4,0,0,0,1,7
0,7,3,34,5,0,0,0,0,4,0,1,0,0,7
1,7,3,33,5,0,0,0,0,4,0,0,0,1,7
1,6,3,33,5,0,0,0,0,4,0,0,0,1,7
1,5,3,33,5,0,0,0,0,4,0,0,1,0,7
1,4,3,33,5,0,0,0,0,4,0,1,0,0,7
2,4,3,32,5,0,0,0,0,4,0,0,1,0,7
2,3,3,32,5,0,0,0,0,4,1,0,0,0,7
2,4,3,31,5,0,0,0,0,4,0,0,0,1,7
2,3,3,31,5,0,0,0,0,4,0,1,0,0,7
3,3,3,30,5,0,0,0,1,4,0,0,1,0,7
3,2,3,30,5,0,0,0,1,4,0,0,1,0,7
3,1,3,30,5,0,0,0,1,4,0,0,0,1,7
3,0,3,30,5,0,0,0,1,4,1,0,0,0,7
3,1,3,29,5,0,0,0,1,4,0,0,1,0,7
3,0,3,29,5,0,0,0,1,4,0,1,0,0,7
3,0,2,28,5,0,0,0,1,4,1,0,0,0,7
3,1,2,27,5,0,0,0,1,4,0,0,1,0,7
3,0,2,27,5,0,0,0,1,4,1,0,0,0,7
3,1,2,26,5,0,0,0,1,4,0,0,0,1,7
3,0,2,26,5,0,0,0,1,4,1,0,0,0,7
3,1,2,25,5,0,0,0,1,4,0,0,1,0,7
3,0,2,25,5,0,0,0,1,4,1,0,0,0,7
3,1,2,24,5,0,0,0,1,4,0,0,1,0,7
3,0,2,24,5,0,0,0,1,4,1,0,0,0,7
3,1,2,23,5,0,0,0,1,4,1,0,0,0,7
3,2,2,22,5,0,0,0,1,4,0,0,0,1,7
3,1,2,22,5,0,0,0,1,4,0,0,1,0,7
3,0,2,22,5,0,0,0,1,4,1,0,0,0,7
3,1,2,21,5,0,0,0,1,4,0,0,0,1,7
3,0,2,21,5,0,0,0,1,4,0,1,0,0,7
4,0,2,20,5,0,0,1,1,4,1,0,0,0,7
4,1,2,19,5,0,0,1,1,4,0,0,1,0,7
4,0,2,19,5,0,0,1,1,4,0,1,0,0,7
5,0,2,18,5,0,0,1,1,4,1,0,0,0,7
5,1,2,17,5,0,0,1,1,4,1,0,0,0,7
5,2,2,16,5,0,0,1,1,4,0,0,0,1,7
5,1,2,16,5,0,0,1,1,4,0,0,1,0,7
5,0,2,16,5,0,0,1,1,4,1,0,0,0,7
5,1,2,15,5,0,0,1,1,4,0,0,0,1,7
5,0,2,15,5,0,0,1,1,4,1,0,0,0,7
5,1,2,14,5,0,0,1,1,4,0,0,0,1,7
5,0,2,14,5,0,0,1,1,4,1,0,0,0,7
5,1,2,13,5,0,0,1,1,4,0,0,1,0,7
5,0,2,13,5,0,0,1,1,4,1,0,0,0,7
5,1,2,12,5,0,0,1,1,4,0,0,1,0,7
5,0,2,12,5,0,0,1,1,4,0,1,0,0,7
6,0,2,11,5,0,0,1,2,4,0,1,0,0,7
7,0,2,10,5,0,0,2,2,4,1,0,0,0,7
7,1,2,9,5,0,0,2,2,4,0,0,1,0,7
7,0,2,9,5,0,0,2,2,4,1,0,0,0,7
7,1,2,8,5,0,0,2,2,4,0,1,0,0,7
